24,130.90869045431714,1.2971631,0.48943803
24,88.64250974345532,1.2469003,0.5157052
49,613.1877594322132,1.1812601,0.60295427
74,642.3649492829595,1.3038113,0.53766096
99,650.3267197326064,1.3953761,0.54936254
124,636.7820575400367,1.2981331,0.5788878
149,632.9633878195916,1.6510737,0.5151947
174,634.7986345367664,1.491197,0.5025128
199,635.5894907942163,1.7230313,0.51992047
9,145.6880909108161,2.7251024,0.34265363
19,583.4028112818123,2.2704034,0.38117078
